SMILES,Tail (C number),Tail (SMILES),Head (SMILES),Head 2 (SMILES),Head 3 (SMILES),Counterion,Additives,Conc. A.,pH,IUPAC_Name,Preferred_Name,Surfactant_Type,Molecular_Formula,Molecular_Weight,CMC,pCMC,Temp_Celsius
CCCCCCCCCCCC[n+]1cccc(CO)c1.[Br-],12.0,CCCCCCCCCCCC,[n+]1cccc(CO)c1,,,[Br-],,,,1-Dodecyl-3-(hydroxymethyl)pyridin-1-iumbromide,1-Dodecyl-3-(hydroxymethyl)pyridin-1-iumbromide,cationic,,357.17,0.00447,2.34969247686806,25.0
CCCCCCCCCCCC[n+]1ccccc1.[Br-],12.0,CCCCCCCCCCCC,[n+]1ccccc1,,,[Br-],,,,1-dodecylpyridin-1-ium-bromide,"Pyridinium, 1-dodecyl-, bromide (1:1)",cationic,C17H30BrN,327.16,0.0114,1.94309514866353,25.0
CCCCCCCCCCCC[n+]1ccccc1.[Cl-],12.0,CCCCCCCCCCCC,[n+]1ccccc1,,,[Cl-],,,,1-dodecylpyridin-1-ium-chloride,1-Dodecylpyridinium chloride,cationic,C17H30ClN,283.21,0.017,1.76955107862173,25.0
CCCCCCCCCCCC[n+]1ccccc1.[I-],12.0,CCCCCCCCCCCC,[n+]1ccccc1,,,[I-],,,,1-dodecylpyridin-1-ium-iodide,1-Dodecylpyridin-1-ium iodide,cationic,C17H30IN,375.14,0.0053,2.27572413039921,25.0
CCCCCCCCCCCCc1cc[n+](C)cc1.[Br-],12.0,CCCCCCCCCCCC,c1cc[n+](C)cc1,,,[Br-],,,,4-(n-Dodecyl)-N-methylpyridiniumBromide,4-Dodecyl-1-methylpyridin-1-ium;bromide,cationic,C18H32BrN,341.17,0.0047,2.32790214206428,25.0
CCCCCCCCCCCCc1cc[n+](C2OC(CO)C(O)C(O)C2O)cc1.[Br-],12.0,CCCCCCCCCCCC,c1cc[n+](C2OC(CO)C(O)C(O)C2O)cc1,,,[Br-],,,,,,cationic,,489.21,,,
CCCCCCCCCCCCc1cc[nH+]cc1.[Br-],12.0,CCCCCCCCCCCC,c1cc[nH+]cc1,,,[Br-],,,,4-dodecylpyridin-1-ium-bromide,4-Dodecylpyridine--hydrogen bromide (1/1),cationic,C17H30BrN,327.16,0.0114,1.94309514866353,25.0
CCCCCCCCCCCCc1cc[nH+]cc1.[Cl-],12.0,CCCCCCCCCCCC,c1cc[nH+]cc1,,,[Cl-],,,,,,cationic,,283.21,0.017,1.76955107862173,25.0
CCCCCCCCCCCCc1cc[nH+]cc1.[I-],12.0,CCCCCCCCCCCC,c1cc[nH+]cc1,,,[I-],,,,,,cationic,,375.14,0.0053,2.27572413039921,25.0
CCCCCCCCCCCCc1ccc(C[C@H](Nc2ccc(S(=O)(=O)[O-])cc2)C(=O)O)cc1.[Na+],12.0,CCCCCCCCCCCCc1ccc(C[C@H](Nc2ccc()cc2)C(=O)O)cc1,S(=O)(=O)[O-],,,[Na+],,,,sodium 4-[[(1S)-1-carboxy-2-(4-dodecylphenyl)ethyl]amino]benzenesulfonate,sodium 4-[[(1S)-1-carboxy-2-(4-dodecylphenyl)ethyl]amino]benzenesulfonate,anionic,,511.24,6.295e-05,4.20100426555612,25.0
CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],12.0,CCCCCCCCCCCCc1ccc()cc1,S(=O)(=O)[O-],,,[Na+],,,,sodium-4-dodecylbenzenesulfonate,Sodium 4-dodecylbenzenesulfonate,anionic,C18H29NaO3S,348.17,0.001199,2.92118081690115,25.0
CCCCCCCCCCCCn1cc[n+](C)c1.[Br-],12.0,CCCCCCCCCCCC,n1cc[n+](C)c1,,,[Br-],,,,1-dodecyl-3-methylimidazolium,1-Dodecyl-3-methylimidazolium bromide,cationic,C16H31BrN2,330.17,0.0109,1.96257350205938,25.0
CCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],12.0,CCCCCCCCCCCC,n1cc[n+](C)c1,,,[Cl-],,,,,1-Dodecyl-3-methylimidazolium chloride,cationic,C16H31ClN2,286.22,,,
CCCCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,11.0,CCCCCCCCCCC,OC1[CH][C@H](O)[C@@H](O)C(O)O1,,,,,,,,,non-ionic,,303.22,0.0002999,3.52302353424047,25.0
CCCCCCCCCCCOCCOCCS(=O)(=O)[O-].[Na+],11.0,CCCCCCCCCCCOCCOCC,S(=O)(=O)[O-],,,[Na+],,,,sodium 2-(2-undecoxyethoxy)ethanesulfonate,sodium 2-(2-undecoxyethoxy)ethanesulfonate,anionic,,346.18,0.0029,2.53760200210104,25.0
CCCCCCCCCCCOCCS(=O)(=O)[O-].[Na+],11.0,CCCCCCCCCCCOCC,S(=O)(=O)[O-],,,[Na+],,,,sodium 2-undecoxyethanesulfonate,sodium 2-undecoxyethanesulfonate,anionic,,302.15,0.0039,2.4089353929735,25.0
CCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC,11.0,CCCCCCCCCCC,OOCCOCCOCCOCCOCCOCCOCCOCC,,,,,,,,,non-ionic,,524.39,0.0002999,3.52302353424047,25.0
CCCCCCCCCCCOS(=O)(=O)[O-].[Na+],11.0,CCCCCCCCCCC,OS(=O)(=O)[O-],,,[Na+],,,,sodium-undecyl-sulfate,Sodium undecyl sulphate,anionic,C11H23NaO4S,274.12,0.01648,1.7830427926389,25.0
CCCCCCCCCCC[n+]1ccccc1.[Br-],11.0,CCCCCCCCCCC,[n+]1ccccc1,,,[Br-],,,,1-undecylpyridin-1-ium-bromide,1-Undecylpyridin-1-ium bromide,cationic,C16H28BrN,313.14,0.021,1.67778070526608,25.0
CCCCCCCCCCCc1cc[nH+]cc1.[Br-],11.0,CCCCCCCCCCC,c1cc[nH+]cc1,,,[Br-],,,,,,cationic,,313.14,0.021,1.67778070526608,25.0
CCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,10.0,CCCCCCCCCC,N(C)C(=O)C(O)C(O)C(O)C(O)CO,,,,,,,,,non-ionic,,349.25,,,
CCCCCCCCCCN(C)C(=O)COCOCOCO,10.0,CCCCCCCCCC,N(C)C(=O)COCOCOCO,,,,,,,,,non-ionic,,319.24,0.00129,2.88941028970075,20.0
CCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,10.0,CCCCCCCCCC,N(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,,,,,,,N-decyl-N-methylgluconamide,"(2R,3S,4R,5R)-N-decyl-2,3,4,5,6-pentahydroxy-N-methylhexanamide",sugar-based non-ionic,C17H35NO6,349.25,0.0013,2.88605664769316,25.0
CCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](C)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,10.0,CCCCCCCCCC,N(C)C(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](C)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,,,,,,,N-decyl-N-methyllactobionamide,N-decyl-N-methyllactobionamide,sugar-based non-ionic,,495.3,0.0023,2.63827216398241,20.0
CCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,10.0,CCCCCCCCCC,NC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,,,,,,,Decyl-D-maltonamide,"N-decyl-2,3,5,6-tetrahydroxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexanamide",sugar-based non-ionic,C22H43NO11,497.28,0.0013,2.88605664769316,25.0
CCCCCCCCCCNC(=O)CC[N+](C)(C)CCC(=O)NCCCCCCCCCC.[Br-],10.0,CCCCCCCCCCNC(=O)CC()CCC(=O)NCCCCCCCCCC,[N+](C)(C),,,[Br-],,,,"N,N-dimethyl-N,N-bis[2-(N-decylcarbamoyl)ethyl]ammoniumbromides","N,N-dimethyl-N,N-bis[2-(N-decylcarbamoyl)ethyl]ammoniumbromides",cationic,,547.37,0.0001,4.0,25.0
CCCCCCCCCCNC(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](C)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,10.0,CCCCCCCCCC,NC(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](C)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,,,,,,,Decyl-D-lactobionamide,Decyl-D-lactobionamide,sugar-based non-ionic,,481.29,0.0013,2.88605664769316,25.0
CCCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,10.0,CCCCCCCCCC,OC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,,,,,,,"1-O-decanoyl-D,L-xylitol","1-O-decanoyl-D,L-xylitol",sugar-based non-ionic,,380.24,0.0018,2.74472749489669,25.0
CCCCCCCCCCOC(=O)CC[N+](C)(C)CCC(=O)OCCCCCCCCCC.[Br-],10.0,CCCCCCCCCCOC(=O)CC()CCC(=O)OCCCCCCCCCC,[N+](C)(C),,,[Br-],,,,"N,N-dimethyl-N,N-bis[2-decaneoxycarbonyl)ethyl]ammoniumbromides","N,N-dimethyl-N,N-bis[2-decaneoxycarbonyl)ethyl]ammoniumbromides",cationic,,549.34,0.005,2.30102999566398,25.0
CCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],10.0,CCCCCCCCCCOC(=O)C,S(=O)(=O)[O-],,,[Na+],,,,sodium-2-decoxy-2-oxoethanesulfonate,"Acetic acid, sulfo-, 1-decyl ester, sodium salt",anionic,C12H23NaO5S,302.12,0.022,1.65757731917779,25.0
CCCCCCCCCCOC(=O)C[N+](C)(C)CCCN=Cc1ccccc1O.[Cl-],10.0,CCCCCCCCCCOC(=O)C()CCCN=Cc1ccccc1O,[N+](C)(C),,,[Cl-],,,,,,cationic,,440.28,,,
CCCCCCCCCCOC(=O)C[N+](C)(C)CCOCCO.[Cl-],10.0,CCCCCCCCCCOC(=O)C()CCOCCO,[N+](C)(C),,,[Cl-],,,,"2-(decyloxy)-N-(2-(2-hydroxyethoxy)ethyl)-N,N-dimethyl-2-oxoethanaminiumchloride","2-(decyloxy)-N-(2-(2-hydroxyethoxy)ethyl)-N,N-dimethyl-2-oxoethanaminiumchloride",cationic,,367.25,0.00196,2.70774392864352,20.0
CCCCCCCCCCOC1CC(O)C(OC2OC(CO)C(O)C(O)C2O)C(CO)O1,10.0,CCCCCCCCCC,OC1CC(O)C(OC2OC(CO)C(O)C(O)C2O)C(CO)O1,,,,,,,Decyl-Î˛-D-maltoside,Decyl-Î˛-D-maltoside,sugar-based non-ionic,,466.28,0.002,2.69897000433602,25.0
CCCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,10.0,CCCCCCCCCC,OC1[CH][C@H](O)[C@@H](O)C(O)O1,,,,,,,,,non-ionic,,289.2,0.0008091,3.09199779882745,25.0
CCCCCCCCCCOCCOCCOCCO,10.0,CCCCCCCCCC,OCCOCCOCCO,,,,,,,2-[2-(2-decoxyethoxy)ethoxy]ethanol,Decyltriglycol,sugar-based non-ionic,C16H34O4,290.25,0.0006,3.22184874961636,25.0
CCCCCCCCCCOCCOCCOCCOCCO,10.0,CCCCCCCCCC,OCCOCCOCCOCCO,,,,,,,2-[2-[2-(2-decoxyethoxy)ethoxy]ethoxy]ethanol,Decyltetraoxyethylene glycol monoether,non-ionic,C18H38O5,334.27,0.00068,3.16749108729376,25.0
CCCCCCCCCCOCCOCCOCCOCCOCCO,10.0,CCCCCCCCCC,OCCOCCOCCOCCOCCO,,,,,,,2-[2-[2-[2-(2-decoxyethoxy)ethoxy]ethoxy]ethoxy]ethanol,"3,6,9,12,15-Pentaoxapentacosan-1-ol",non-ionic,C20H42O6,378.3,0.00076,3.11918640771921,25.0
CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,10.0,CCCCCCCCCC,OCCOCCOCCOCCOCCOCCO,,,,,,,2-(2-(2-(2-(2-(2-decyloxy-ethoxy)-ethoxy)-ethoxy)-ethoxy)-ethoxy)-ethanol,"3,6,9,12,15,18-Hexaoxaoctacosan-1-ol",non-ionic,C22H46O7,422.32,0.0009,3.04575749056068,25.0
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,10.0,CCCCCCCCCC,OCCOCCOCCOCCOCCOCCOCCOCCO,,,,,,,,"3,6,9,12,15,18,21,24-Octaoxatetratriacontan-1-ol",non-ionic,C26H54O9,510.38,,,
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,10.0,CCCCCCCCCC,OCCOCCOCCOCCOCCOCCOCCOCCOCCO,,,,,,,2-[2-[2-[2-[2-[2-[2-[2-(2-decoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethanol,"3,6,9,12,15,18,21,24,27-Nonaoxaheptatriacontan-1-ol",sugar-based non-ionic,C28H58O10,554.4,0.0013,2.88605664769316,25.0
CCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],10.0,CCCCCCCCCCOCCOCC,[N+](C)(C)C,,,[Br-],,,,,"2-[2-(Decyloxy)ethoxy]-N,N,N-trimethylethan-1-aminium bromide",cationic,C17H38BrNO2,367.21,0.0155,1.80966830182971,25.0
CCCCCCCCCCOCCOCC[N+](C)(C)C.[Cl-],10.0,CCCCCCCCCCOCCOCC,[N+](C)(C)C,,,[Cl-],,,,,,cationic,,323.26,0.023,1.63827216398241,25.0
CCCCCCCCCCOCCOCC[N+]1CCCCC1.[Cl-],10.0,CCCCCCCCCCOCCOCC,[N+]1CCCCC1,,,[Cl-],,,,,,cationic,,348.27,0.021,1.67778070526608,25.0
CCCCCCCCCCOCCS(=O)(=O)[O-].[Na+],10.0,CCCCCCCCCCOCC,S(=O)(=O)[O-],,,[Na+],,,,sodium 2-decoxyethanesulfonate,sodium 2-decoxyethanesulfonate,anionic,,288.14,0.01633,1.78701381526333,25.0
CCCCCCCCCCOCC[N+](C)(C)C.[Cl-],10.0,CCCCCCCCCCOCC,[N+](C)(C)C,,,[Cl-],,,,,2-Decoxyethyl(trimethyl)azanium;chloride,cationic,C15H34ClNO,279.23,0.0306,1.51427857351842,25.0
CCCCCCCCCCOCC[N+]1CCCCC1.[Cl-],10.0,CCCCCCCCCCOCC,[N+]1CCCCC1,,,[Cl-],,,,,,cationic,,304.24,0.0256,1.59176003468815,25.0
CCCCCCCCCCOOCCOCCOCC,10.0,CCCCCCCCCC,OOCCOCCOCC,,,,,,,,,non-ionic,,290.25,0.0005998,3.22199353857649,25.0
CCCCCCCCCCOOCCOCCOCCOCC,10.0,CCCCCCCCCC,OOCCOCCOCCOCC,,,,,,,,,non-ionic,,334.27,0.0006808,3.16698045292347,25.0
CCCCCCCCCCOOCCOCCOCCOCCOCC,10.0,CCCCCCCCCC,OOCCOCCOCCOCCOCC,,,,,,,,,non-ionic,,378.3,0.0007943,3.10001543745061,25.0
CCCCCCCCCCOOCCOCCOCCOCCOCCOCC,10.0,CCCCCCCCCC,OOCCOCCOCCOCCOCCOCC,,,,,,,,,non-ionic,,422.32,0.0008995,3.04599883231843,25.0
CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCC,10.0,CCCCCCCCCC,OOCCOCCOCCOCCOCCOCCOCC,,,,,,,,,non-ionic,,466.35,0.0009661,3.01497791789046,25.0
CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC,10.0,CCCCCCCCCC,OOCCOCCOCCOCCOCCOCCOCCOCC,,,,,,,,,non-ionic,,510.38,0.001,3.0,25.0
CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,10.0,CCCCCCCCCC,OOCCOCCOCCOCCOCCOCCOCCOCCOCC,,,,,,,,,non-ionic,,554.4,0.0013,2.88605664769316,25.0
CCCCCCCCCCOS(=O)(=O)[O-].[Na+],10.0,CCCCCCCCCC,OS(=O)(=O)[O-],,,[Na+],,,,sodium-decylsulfate,Sodium decyl sulfate,anionic,C10H21NaO4S,260.11,0.03304,1.48095996135166,25.0
CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,10.0,CCCCCCCCCC,O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,,,,,,Decyl-Î˛-D-glucoside,Decyl beta-D-glucopyranoside,sugar-based non-ionic,C16H32O6,320.22,0.002,2.69897000433602,25.0
CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,10.0,CCCCCCCCCC,O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,,,,,,,Decyl-Î˛-D-galactoside,Decyl beta-D-galactopyranoside,sugar-based non-ionic,C16H32O6,320.22,0.0007,3.15490195998574,25.0
CCCCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,10.0,CCCCCCCCCC,O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,,,,,,,Decyl-Î±-D-mannoside,Decyl alpha-D-mannopyranoside,sugar-based non-ionic,C16H32O6,320.22,0.00025,3.60205999132796,25.0
CCCCCCCCCCOc1ccc(C[n+]2ccn(C)c2)cc1.[Br-],10.0,CCCCCCCCCCO,c1ccc(C[n+]2ccn(C)c2)cc1,,,[Br-],,,,,,cationic,,408.18,,,
CCCCCCCCCCS(=O)(=O)[O-].[Na+],10.0,CCCCCCCCCC,S(=O)(=O)[O-],,,[Na+],,,,sodium-decane-1-sulfonate,"1-Decanesulfonic acid, sodium salt",anionic,C10H21NaO3S,244.11,0.03999,1.39804859586648,25.0
CCCCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,10.0,CCCCCCCCCC,SC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,,,,,,,S-decyl5-thio-D-arabinonolactone,S-decyl5-thio-D-arabinonolactone,sugar-based non-ionic,,320.17,3.3e-05,4.48148606012211,20.0
CCCCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,10.0,CCCCCCCCCC,SC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,,,,,,,S-decyl5-thio-D-xylonolactone,S-decyl5-thio-D-xylonolactone,sugar-based non-ionic,,320.17,2.3e-05,4.63827216398241,20.0
CCCCCCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,9.0,CCCCCCCCC,CSC[C@H](O)[C@H](O)[C@@H](O)CO,,,,,,,S-decyl1-thio-L-xylitol,S-decyl1-thio-L-xylitol,sugar-based non-ionic,,308.2,0.0004,3.39794000867204,20.0
CCCCCCCCCC[N+](C)(C)C.[Br-],10.0,CCCCCCCCCC,[N+](C)(C)C,,,[Br-],,,,decyl(trimethyl)ammonium-bromide,"1-Decanaminium, N,N,N-trimethyl-, bromide (1:1)",cationic,C13H30BrN,279.16,0.00476,2.32239304727951,25.0
CCCCCCCCCC[N+](C)(C)C.[Cl-],10.0,CCCCCCCCCC,[N+](C)(C)C,,,[Cl-],,,,decyl(trimethyl)azanium-chloride,"N,N,N-Trimethyldecan-1-aminium chloride",cationic,C13H30ClN,235.21,0.068,1.16749108729376,25.0
CCCCCCCCCC[N+](C)(C)CC(=O)[O-],11.0,CCCCCCCCCCC,[N+](C)(C),C(=O)[O-],,,,,,2-[decyl(dimethyl)azaniumyl]acetate,"1-Decanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt",zwitterionic,C14H29NO2,243.22,0.018,1.74472749489669,23.0
CCCCCCCCCC[N+](C)(C)CCC/N=C/c1ccc(OC)c(OC)c1.[Br-],10.0,CCCCCCCCCC()CCC/N=C/c1ccc(OC)c(OC)c1,[N+](C)(C),,,[Br-],,,,,,cationic,,470.25,,,
CCCCCCCCCC[N+](C)(C)CCCC(=O)[O-],13.0,CCCCCCCCCCCCC,[N+](C)(C),C(=O)[O-],,,,,,4-[decyl(dimethyl)azaniumyl]butanoate,4-[Decyl(dimethyl)azaniumyl]butanoate,zwitterionic,C16H33NO2,271.25,,,25.0
CCCCCCCCCC[N+](C)(C)CCCCCC(=O)[O-],15.0,CCCCCCCCCCCCCCC,[N+](C)(C),C(=O)[O-],,,,,,6-[decyl(dimethyl)azaniumyl]hexanoate,6-[decyl(dimethyl)azaniumyl]hexanoate,zwitterionic,,299.28,0.0026,2.58502665202918,25.0
CCCCCCCCCC[N+](C)(C)CCCCCCCC(=O)[O-],17.0,CCCCCCCCCCCCCCCCC,[N+](C)(C),C(=O)[O-],,,,,,8-[decyl(dimethyl)azaniumyl]octanoate,8-[decyl(dimethyl)azaniumyl]octanoate,zwitterionic,,327.31,0.0015,2.82390874094432,25.0
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-],10.0,CCCCCCCCCC()CCCCCCCCCC,[N+](C)(C),,,[Br-],,,,didecyl(dimethyl)azanium-bromide,Didecyldimethylammonium bromide,cationic,C22H48BrN,405.3,0.0012,2.92081875395238,25.0
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-],10.0,CCCCCCCCCC()CCCCCCCCCC,[N+](C)(C),,,[Cl-],,,,,Didecyldimethylammonium chloride,cationic,C22H48ClN,361.35,,,
CCCCCCCCCC[N+](C)(C)CCCN=Cc1ccccc1.[Br-],10.0,CCCCCCCCCC()CCCN=Cc1ccccc1,[N+](C)(C),,,[Br-],,,,,,cationic,,410.23,,,
CCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC.[Br-],10.0,CCCCCCCCCC()CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC,[N+](C)(C),,,[Br-],,,,,,cationic,,880.49,,,
CCCCCCCCCC[N+](C)(C)CCN(CCC(=O)OC)CCC(=O)OC.[Br-],10.0,CCCCCCCCCC()CCN(CCC(=O)OC)CCC(=O)OC,[N+](C)(C),,,[Br-],,,,,,cationic,,480.26,,,
CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],10.0,CCCCCCCCCC,[N+](C)(C)Cc1ccccc1,,,[Cl-],,,,benzyl-decyl-dimethylazanium-chloride,Benzalkonium chloride C10 (BAC C10),cationic,C19H34ClN,311.24,0.039,1.4089353929735,25.0
CCCCCCCCCC[N+](C)(CCO)CCCNC(=O)C(O)C(O)C(O)C(O)CO.[Br-],10.0,CCCCCCCCCC()CCCNC(=O)C(O)C(O)C(O)C(O)CO,[N+](C)(CCO),,,[Br-],,,,N[3-(gluconamide)-propyl]-N-decylammoniumbromide,N[3-(gluconamide)-propyl]-N-decylammoniumbromide,cationic,,530.26,0.00067,3.17392519729917,25.0
CCCCCCCCCC[N+](C)CCO.[Br-],10.0,CCCCCCCCCC,[N+](C)CCO,,,[Br-],,,,Decylmethylethylolammoniumbromide,Decylmethylethylolammoniumbromide,cationic,,294.14,0.0152,1.81815641205523,20.0
CCCCCCCCCC[N+](CCO)(CCO)CCO.[Br-],10.0,CCCCCCCCCC,[N+](CCO)(CCO)CCO,,,[Br-],,,,Decyltriethylolammoniumbromide,Decyl-tris(2-hydroxyethyl)azanium;bromide,cationic,C16H36BrNO3,369.19,0.0165,1.78251605578609,20.0
CCCCCCCCCC[N+](CCO)CCO.[Br-],10.0,CCCCCCCCCC,[N+](CCO)CCO,,,[Br-],,,,Decyldiethylolammoniumbromide,Decyldiethylolammoniumbromide,cationic,,324.15,0.017,1.76955107862173,20.0
CCCCCCCCCC[N+]1CCCCC1.[Cl-],10.0,CCCCCCCCCC,[N+]1CCCCC1,,,[Cl-],,,,,,cationic,,260.21,0.065,1.18708664335714,25.0
CCCCCCCCCC[N+]CCO.[Br-],10.0,CCCCCCCCCC,[N+]CCO,,,[Br-],,,,Decylmonoethylolammoniumbromide,Decylmonoethylolammoniumbromide,cationic,,279.12,0.037,1.431798275933,20.0
CCCCCCCCCC[n+]1ccccc1.[Br-],10.0,CCCCCCCCCC,[n+]1ccccc1,,,[Br-],,,,1-decylpyridin-1-ium-bromide,1-Decylpyridin-1-ium bromide,cationic,C15H26BrN,299.12,0.044,1.35654732351381,25.0
CCCCCCCCCCc1cc[nH+]cc1.[Br-],10.0,CCCCCCCCCC,c1cc[nH+]cc1,,,[Br-],,,,4-decylpyridin-1-ium-bromide,4-Decylpyridine--hydrogen bromide (1/1),cationic,C15H26BrN,299.12,0.0044,2.35654732351381,25.0
CCCCCCCCCCc1ccc(C[C@H](Nc2ccc(S(=O)(=O)[O-])cc2)C(=O)O)cc1.[Na+],10.0,CCCCCCCCCCc1ccc(C[C@H](Nc2ccc()cc2)C(=O)O)cc1.,S(=O)(=O)[O-],,,[Na+],,,,sodium 4-[[(1S)-1-carboxy-2-(4-decylphenyl)ethyl]amino]benzenesulfonate,sodium 4-[[(1S)-1-carboxy-2-(4-decylphenyl)ethyl]amino]benzenesulfonate,anionic,,483.21,0.0003304,3.48095996135166,25.0
CCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],10.0,CCCCCCCCCCc1ccc()cc1,S(=O)(=O)[O-],,,[Na+],,,,sodium-4-decylbenzenesulfonate,Sodium 4-decylbenzenesulfonate,anionic,C16H25NaO3S,320.14,0.003097,2.50905879464321,25.0
CCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,10.0,CCCCCCCCCC,n1cc[n+](C)c1,,,F[B-](F)(F)F,,,,1-decyl-3-methylimidazol-3-ium-tetrafluoroborate,1-Decyl-3-methylimidazolium tetrafluoroborate,cationic,C14H27BF4N2,310.22,0.0092,2.03621217265444,25.0
CCCCCCCCCCn1cc[n+](C)c1.[Br-],10.0,CCCCCCCCCC,n1cc[n+](C)c1,,,[Br-],,,,1-decyl-3-methylimidazolium,1-Decyl-3-methylimidazolium bromide,cationic,C14H27BrN2,302.14,0.0109,1.96257350205938,25.0
CCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,9.0,CCCCCCCCC,NC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,,,,,,,Octyl-D-maltonamide,Octyl-D-maltonamide,sugar-based non-ionic,,483.27,0.0057,2.24412514432751,25.0
CCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,9.0,CCCCCCCCC,OC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,,,,,,,"1-O-nonanoyl-D,L-xylitol","1-O-nonanoyl-D,L-xylitol",sugar-based non-ionic,,366.23,0.0044,2.35654732351381,25.0
CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,9.0,CCCCCCCCC,OC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,,,,,,,"1-O-nonyl-D,L-xylitol","1-O-nonyl-D,L-xylitol",sugar-based non-ionic,,338.23,0.0021,2.67778070526608,25.0
CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,9.0,CCCCCCCCC,OC1OC(CO)C(O)C(O)C1O,,,,,,,Nonyl-Î˛-D-glucoside,Nonyl hexopyranoside,sugar-based non-ionic,C15H30O6,306.2,0.0069,2.16115090926274,20.0
CCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,9.0,CCCCCCCCC,OC1[CH][C@H](O)[C@@H](O)C(O)O1,,,,,,,,,non-ionic,,275.19,0.002099,2.6779875614176,25.0
